id,movie_name,directed_by,produced_by,starring,music_by,distributed_by,running_time,country,language,edited_by
361,Earth (2007 film),"Alastair Fothergill, Mark Linfield",Alix TidmarshSophokles Tasioulius,,"George Fenton, Berliner Philharmoniker","Gaumont, Lionsgate, Universum Film, FranceGaumontUnited KingdomLionsgateGermanyUniversum Film (Through Walt Disney Studios Motion Pictures)United StatesDisneynature (through Walt Disney Studios Motion Pictures), Disneynature, Walt Disney Studios Motion Pictures",00:01:39,FranceUnited KingdomGermanyUnited States,English,Martin ElsburyVartan Nazarian
474,Hamilton (2020 film),Thomas Kail,Jeffrey Seller,"Daveed Diggs, Renée Elise Goldsberry, Jonathan Groff, Christopher Jackson, Jasmine Cephas Jones, Leslie Odom Jr., Okieriete Onaodowan, Anthony Ramos, Phillipa Soo",Lin-Manuel Miranda,"Walt Disney Studios Motion Pictures, Walt Disney Studios Motion Pictures",00:02:40,United States,English,Jonah Moran
468,Timmy Failure: Mistakes Were Made,Tom McCarthy,Alexander DostalTom McCarthyJim Whitaker,"Winslow Fegley, Ophelia Lovibond, Craig Robinson, Wallace Shawn",Rolfe Kent,Disney+,00:01:39,United States,English,Tom McArdle
469,Onward (film),Dan Scanlon,Kori Rae,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer","Mychael Danna, Jeff Danna",Walt Disney StudiosMotion Pictures,00:01:42,United States,English,Catherine Apple
256,The Emperor's New Groove,Mark Dindal,Randy Fullmer,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick",John Debney,Buena Vista Pictures Distribution,00:01:18,United States,English,Pamela Ziegenhagen-Shefland
322,Roving Mars,George Butler,Frank Marshall,,"Philip Glass, Sigur Rós",Buena Vista Pictures Distribution,00:00:40,United States,English,Nancy Baker
279,Piglet's Big Movie,Francis Glebas,Michelle Pappalardo-Robinson,"John Fiedler, Jim Cummings, Nikita Hopkins, Ken Sansom, Peter Cullen, Kath Soucie, Andre Stojka",Carly Simon,Buena Vista Pictures Distribution,00:01:15,United States,English,Ivan Bilancio
33,Johnny Tremain (film),Robert Stevenson,Walt Disney,"Hal Stalmaster, Luana Patten, Jeff York, Sebastian Cabot",George Bruns,Buena Vista Distribution,00:01:20,United States,English,Stanley E. Johnson
147,Dragonslayer (1981 film),Matthew Robbins,Howard W. Koch,"Peter MacNicol, Caitlin Clarke, Ralph Richardson, John Hallam, Peter Eyre, Sydney Bromley, Chloe Salaman, Ian McDiarmid",Alex North,Buena Vista International,00:01:49,United States,English,Tony Lawson
109,One Little Indian (film),Bernard McEveety,Winston Hibler,"James Garner, Vera Miles, Pat Hingle, John Doucette, Morgan Woodward, Andrew Prine",Jerry Goldsmith,Buena Vista Distribution,00:01:30,United States,English1,Robert Stafford
36,The Light in the Forest (film),Herschel Daugherty,Walt Disney,"Fess Parker, Wendell Corey, Joanne Dru, James MacArthur, Jessica Tandy",Paul J. Smith,Buena Vista Distribution,00:01:23,United States,English,
442,Dangal (film),Nitesh Tiwari,"Aamir Khan, Kiran Rao, Siddharth Roy Kapur","Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Zaira Wasim, Sanya Malhotra, Aparshakti Khurana",Pritam,UTV Motion Pictures,00:02:41,India,Hindia,Ballu Saluja
181,A Far Off Place,Mikael Salomon,Eva Monley,"Reese Witherspoon, Ethan Randall, Jack Thompson, Maximilian Schell",James Horner,Buena Vista Pictures Distribution,00:01:48,United States,English,Ray Lovejoy
456,Ralph Breaks the Internet,"Rich Moore, Phil Johnston",Clark Spencer,"John C. Reilly, Sarah Silverman, Gal Gadot, Jane Lynch, Jack McBrayer, Alan Tudyk, Alfred Molina, Ed ONeill, Taraji P. Henson",Henry Jackman,Walt Disney StudiosMotion Pictures,00:01:52,United States,English,Jeremy Milton
227,Beauty and the Beast: Belle's Magical World,Dale Case,Bob KlineDavid W. King,"David Ogden Stiers, Robby Benson, Paige OHara, Anne Rogers, Jerry Orbach",Harvey Cohen,Walt Disney Home Video,00:01:10,United States,English,Lee PhillipsJohn Cryer
385,Beverly Hills Chihuahua 2,Alex Zamm,"David Hoberman, Brad Krevoy","George Lopez, Odette Yustman, Zachary Gordon, Emily Osment, Bridgit Mendler, Tom Kenny",Chris Hajian,Walt Disney StudiosHome Entertainment,00:01:24,United States,English,Marshall HarveyHeath Ryan
399,Arjun: The Warrior Prince,Arnab Chaudhuri,"Ronnie Screwvala, Siddharth Roy Kapur",,"Vishal-Shekhar, Songs:Vishal-ShekharBackground Score:Dhruv Ghanekar",UTV Motion Pictures,00:01:36,India,Hindi,A. Sreekar Prasad
169,The Rescuers Down Under,Mike Gabriel,Thomas Schumacher,"Bob Newhart, Eva Gabor, John Candy, George C. Scott, Tristan Rogers",Bruce Broughton,Buena Vista Pictures Distribution,00:01:17,United States,English,Michael Kelly
17,Alice in Wonderland (1951 film),"Ben Sharpsteen, Clyde Geronimi, Wilfred Jackson, Hamilton Luske",Walt Disney,"Kathryn Beaumont, Ed Wynn, Richard Haydn, Sterling Holloway, Jerry Colonna, Verna Felton, J. Pat OMalley, Bill Thompson, Heather Angel",Oliver Wallace,RKO Radio Pictures,00:01:15,United States,English,Lloyd Richardson
308,Pooh's Heffalump Movie,Frank Nissen,Jessica Koplos-Miller,"Jim Cummings, John Fiedler, Kath Soucie, Nikita Hopkins, Ken Sansom, Peter Cullen, Kyle Stanger, Brenda Blethyn",Joel McNeely,"Buena Vista Pictures Distribution, Buena Vista Pictures Distribution",00:01:08,United States,English,Robert Fisher Jr.Nancy FrazenAnthony F. Rocco
246,Fantasia 2000,"Don Hahn, Pixote Hunt, Eric Goldberg, James Algar, Francis Glebas, Paul and Gaëtan Brizzi","Roy E. Disney, Donald W. Ernst","James Levine, Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Earl Jones, Penn & Teller, Angela Lansbury",,Buena Vista Pictures Distribution,00:01:15,United States,English,Jessica Ambinder-RojasLois Freeman-Fox
480,Safety (2020 film),Reginald Hudlin,"Mark Ciardi, ''Ross Greenburg, Justis Greene, Greg O''Connor","Jay Reeves, Thaddeus J. Mixson, Corinne Foxx, Matthew Glave, James Badge Dale",Marcus Miller,Disney+,00:02:02,United States,English,Terel Gibson
24,"20,000 Leagues Under the Sea (1954 film)",Richard Fleischer,Walt Disney,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre",Paul Smith,Buena Vista Distribution,00:02:07,United States,English,Elmo Williams
518,Mufasa: The Lion King,Barry Jenkins,Adele Romanski,"Aaron Pierre, Kelvin Harrison Jr., Seth Rogen, Billy Eichner, John Kani","Hans Zimmer, Pharrell Williams, Nicholas Britell",Walt Disney StudiosMotion Pictures,,United States,English,
358,Jonas Brothers: The 3D Concert Experience,Bruce Hendricks,"Alan Sacks, Johnny Wright","Kevin Jonas, Joe Jonas, Nick Jonas, Demi Lovato, Taylor Swift",Jonas Brothers,Walt Disney StudiosMotion Pictures,00:01:16,United States,English,Michael Tronick
366,Walt & El Grupo,Theodore Thomas,,,James Stemple,Walt Disney Studios Motion Pictures,00:01:47,United States,English,
475,Black Is King,"Beyoncé, Emmanuel Adjei, Blitz Bazawule, Jenn Nkiru, Ibra Ake, Jake Nava",Jeremy SullivanJimi AdesanyaBlitz BazawuleBen CooperAstrid EdwardsDurwin JuliesYoli MesDafe OboroAkin OmotosoWill WhitneyLauren BakerJason BaumAlex ChamberlainRobert DayChristophe FaubertBrien JustinianoRethabile Molatela MothobiSylvia ZakharyNathan ScherrerErinn Williams,"Nyaniso Ntsikelelo Dzedze, Nandi Madida, Warren Masemola, Mary Twala","James William BladesMeLo-XDerek Dixie, MeLo-X, James William BladesMeLo-XDerek Dixie, Derek Dixie, James William BladesMeLo-XDerek Dixie","Disney+, Disney+",00:01:25,United States,English,Andrew MorrowMaria-Celeste GarrahanHaines HallTom Watson
193,Squanto: A Warrior's Tale,Xavier Koller,Kathryn F. Galan,"Adam Beach, Michael Gambon, Nathaniel Parker, Mandy Patinkin",Joel McNeely,Buena Vista Pictures Distribution,00:01:42,United StatesCanada,English,Lisa DayGillian Hutshing
115,The Island at the Top of the World,Robert Stevenson,Winston Hibler,"Donald Sinden, David Hartman, Jacques Marin, Mako, Agneta Eckemyr",Maurice Jarre,Buena Vista Distribution,00:01:33,United States,English,Robert Stafford
449,Jagga Jasoos,Anurag Basu,"Siddharth Roy Kapur, Ranbir Kapoor","Katrina Kaif, Saswata Chatterjee, Saurabh Shukla, Sayani Gupta, Ivan Sylvester Rodrigues",Pritam,UTV Motion Pictures,00:02:42,India,Hindi,Ajay Sharma
461,Toy Story 4,"Josh Cooley, Josh Cooleya",Jonas Rivera,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Jordan Peele, Madeleine McGraw, Christina Hendricks, Keanu Reeves, Ally Maki, Jay Hernandez, Lori Alan, Joan Cusack",Randy Newman,Walt Disney StudiosMotion Pictures,00:01:40,United States,English,Axel Geddes
132,Candleshoe,Norman Tokar,Ron Miller,"Jodie Foster, David Niven, Helen Hayes, Leo McKern, Vivian Pickles",Ron Goodwin,Buena Vista Distribution,00:01:41,United States,English,Peter Boita
110,Robin Hood (1973 film),Wolfgang Reitherman,Wolfgang Reitherman,"Peter Ustinov, Phil Harris, Brian Bedford, Roger Miller, Pat Buttram, George Lindsey, Andy Devine",George Bruns,Buena Vista Distribution,00:01:23,United States,English,Tom AcostaJim Melton
203,A Kid in King Arthur's Court,Michael Gottlieb,Peter AbramsJ.P. GuerinRobert L. Levy,"Thomas Ian Nicholas, Joss Ackland, Art Malik",J. A. C. Redford,Buena Vista Pictures Distribution,00:01:29,United KingdomUnited States,English,Anita Brandt-Burgoyne
332,The Nightmare Before Christmas,Henry Selick,Denise Di Novi,"Danny Elfman, Chris Sarandon, Catherine OHara, William Hickey, Glenn Shadix, Paul Reubens, Ken Page",Danny Elfman,"Buena Vista Pictures Distribution, Buena Vista Pictures Distribution",00:01:16,United States,English,Stan Webb
13,So Dear to My Heart,"Harold D. Schuster, Hamilton Luske","Walt Disney, Perce Pearce","Burl Ives, Beulah Bondi, Harry Carey, Luana Patten, Bobby Driscoll",Paul Smith,RKO Radio Pictures,00:01:22,United States,English,Lloyd L. RichardsonThomas Scott
396,Treasure Buddies,Robert Vince,Anna McRobertsRobert Vince,"Richard Riehle, Edward Herrmann, Mason Cook, Adam Alexi-Malle, Mo Gallini, Christopher Maleki",Brahm Wenger,Walt Disney StudiosHome Entertainment,00:01:33,United States,English,Jason Pielak
197,Heavyweights,Steven Brill,"Roger Birnbaum, Joe Roth, Jack Giarraputo","Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail, Paul Feig, Kenan Thompson, David Bowe, Max Goldblatt, Jeffrey Tambor, Jerry Stiller, Anne Meara, Ben Stiller",J. A. C. Redford,Buena Vista Pictures Distribution,00:01:40,United States,English,Carroll Timothy O'Meara
107,The World's Greatest Athlete,Robert Scheerer,Bill Walsh,"John Amos, Roscoe Lee Browne, Tim Conway, Dayle Haddon, Jan-Michael Vincent",Marvin Hamlisch,Buena Vista Distribution,00:01:33,United States,English,
460,Aladdin (2019 film),Guy Ritchie,Dan Lin,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad, Billy Magnussen",Alan Menken,Walt Disney StudiosMotion Pictures,00:02:08,United States,English,James Herbert
335,Cinderella III: A Twist in Time,Frank Nissen,Margot Pipkin,"Jennifer Hale, C. D. Barnes, Susan Blakeslee, Corey Burton, Tress MacNeille, Andre Stojka, Russi Taylor",Joel McNeely,Walt Disney Studios Home Entertainment,00:01:10,United States,English,Lisa Linder Silver
191,The Lion King,"Roger Allers, Rob Minkoff",Don Hahn,"Matthew Broderick, Jonathan Taylor Thomas, James Earl Jones, Jeremy Irons, Moira Kelly, Ernie Sabella, Nathan Lane, Robert Guillaume, Rowan Atkinson, Whoopi Goldberg, Cheech Marin, Jim Cummings, Madge Sinclair",Hans Zimmer,Buena Vista Pictures Distribution,00:01:28,United States,English,Ivan Bilancio
453,Incredibles 2,Brad Bird,"John Walker, Nicole Paradis Grindle","Craig T. Nelson, Holly Hunter, Sarah Vowell, Samuel L. Jackson, Bob Odenkirk, Catherine Keener, Jonathan Banks",Michael Giacchino,Walt Disney StudiosMotion Pictures,00:01:58,United States,English,Stephen Schaffer
54,Babes in Toyland (1961 film),Jack Donohue,Walt Disney,"Ray Bolger, Tommy Sands, Annette, Ed Wynn, Tommy Kirk, Kevin Corcoran, Henry Calvin, Gene Sheldon","Victor Herbert, George Bruns, Mel Leven",Buena Vista Distribution,00:01:45,United States,English,Robert Stafford
64,Summer Magic (film),James Neilson,"Walt Disney, Ron Miller","Hayley Mills, Burl Ives, Dorothy McGuire, Deborah Walley, Eddie Hodges, Jimmy Mathers, Michael J. Pollard, Una Merkel","Richard M. Sherman, Robert B. Sherman, Buddy Baker",Buena Vista Distribution,00:01:50,United States,English,Robert Stafford
379,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,Helen KalafaticMargot Pipkin,"Mae Whitman, Pamela Adlon, Lauren Mote, Michael Sheen, Lucy Liu, Raven-Symoné, Kristin Chenoweth",Joel McNeely,"Walt Disney StudiosHome Entertainment, Walt Disney StudiosMotion Pictures",00:01:19,United States,English,
42,Third Man on the Mountain,Ken Annakin,"Bill Anderson, Walt Disney","Michael Rennie, James MacArthur, Janet Munro",William Alwyn,Buena Vista Distribution,00:01:45,United States,English,
349,WALL-E,Andrew Stanton,Jim Morris,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, John Ratzenberger, Kathy Najimy, Sigourney Weaver",Thomas Newman,Walt Disney StudiosMotion Pictures,00:01:38,United States,English,Stephen Schaffer
482,The Last Warrior: Root of Evil,Dmitriy Dyachenko,"ru, ru","Viktor Khorinyak, Mila Sivatskaya, Ekaterina Vilkova, Elena Yakovleva, Konstantin Lavronenko, Yelena Valyushkina, Kirill Zaytsev, Garik Kharlamov",George Kallis,Walt Disney Studios Motion Pictures International,00:02:01,Russia,Russian,
417,Million Dollar Arm,Craig Gillespie,"Joe Roth, Mark Ciardi","Jon Hamm, Aasif Mandvi, Bill Paxton, Suraj Sharma, Lake Bell, Alan Arkin",A. R. Rahman,Walt Disney Studios Motion Pictures,00:02:04,United States,EnglishHindi,Tatiana S. Riegel
350,The Little Mermaid: Ariel's Beginning,Peggy Holmes,Kendra Halland,"Jodi Benson, Samuel E. Wright, Jim Cummings, Sally Field",James Dooley,Walt Disney Studios Home Entertainment,00:01:17,United StatesPhilippines,English,John Royer
273,Tuck Everlasting (2002 film),Jay Russell,"Marc Abraham, Thomas Bliss","Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson, Scott Bairstow, William Hurt",William Ross,Buena Vista Pictures Distribution,00:01:36,United States,English,Jay Cassidy
372,Alice in Wonderland (2010 film),Tim Burton,"Richard D. Zanuck, Joe Roth, Suzanne Todd, Jennifer Todd","Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover, Matt Lucas, Mia Wasikowska, Alan Rickman, Stephen Fry, Michael Sheen, Timothy Spall",Danny Elfman,Walt Disney Studios Motion Pictures,00:01:48,"United States, United States",English,Chris Lebenzon
330,Invincible (2006 film),Ericson Core,"Mark Ciardi, ''Ross Greenburg, Justis Greene, Greg O''Connor","Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Michael Rispoli",Mark Isham,Buena Vista Pictures Distribution,00:01:44,United States,English,Gerald B. Greenberg
405,Wreck-It Ralph,Rich Moore,Clark Spencer,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch",Henry Jackman,Walt Disney Studios Motion Pictures,00:01:41,United States,English,Tim Mertens
173,The Rocketeer (film),Joe Johnston,"Charles Gordon, Lawrence Gordon, Lloyd Levin","Billy Campbell, Alan Arkin, Jennifer Connelly, Paul Sorvino, Timothy Dalton",James Horner,Buena Vista Pictures Distribution,00:01:48,United States,English,Arthur Schmidt
61,Son of Flubber,Robert Stevenson,Walt Disney,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Joanna Moore, Leon Ames, Elliott Reid, Edward Andrews, Ed Wynn, Charlie Ruggles, Ken Murray, William Demarest, Paul Lynde, Bob Sweeney",George Bruns,Buena Vista Distribution,00:01:40,United States,English,Cotton Warburton
106,Snowball Express,Norman Tokar,Ron Miller,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevey, George Lindsey, Kathleen Cody, Mary Wickes",Evelyn Kennedy,Buena Vista Distribution,00:01:33,United States,English,Robert Stafford
415,The Pirate Fairy,Peggy Holmes,Jenni Magee-Cook,"Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu, Raven-Symoné, Megan Hilty, Pamela Adlon, Anjelica Huston",Joel McNeely,Walt Disney Studios Home Entertainment,00:01:18,United States,English,Anna Catalano
179,The Muppet Christmas Carol,Brian Henson,Brian HensonMartin G. Baker,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson, Frank Oz",Miles Goodman,"Buena Vista Pictures Distribution, Buena Vista Pictures Distribution",00:01:26,United States,English,Michael Jablow
49,One Hundred and One Dalmatians,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi",Walt Disney,"Rod Taylor, J. Pat OMalley, Betty Lou Gerson, Martha Wentworth, Ben Wright, David Frankham, Frederick Worlock",George Bruns,Buena Vista Distribution,00:01:19,United States,English,"Roy M. Brewer, Jr.Donald Halliday"
149,Condorman,Charles Jarrott,Jan Williams,"Michael Crawford, Oliver Reed, Barbara Carrera, James Hampton, Jean-Pierre Kalfon, Dana Elcar",Henry Mancini,Buena Vista Distribution,00:01:30,United States,English,Gordon D. Brenner
254,Remember the Titans,Boaz Yakin,Jerry Bruckheimer,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst, Donald Faison, Nicole Ari Parker",Trevor Rabin,Buena Vista Pictures Distribution,00:01:53,United States,English,Michael Tronick
166,Cheetah (1989 film),Jeff Blyth,Roy E. Disney,"Keith Coogan, Lucy Deakins",Bruce Rowland,Buena Vista Pictures Distribution,00:01:24,United States,English,Eric Albertson
140,Midnight Madness (1980 film),Michael Nankin,Ron Miller,"David Naughton, Michael J. Fox, Stephen Furst, Maggie Roswell, Eddie Deezen",Julius Wechter,Buena Vista Distribution,00:01:52,United States,English,Norman R. PalmerJack Sekely
376,Toy Story 3,Lee Unkrich,Darla K. Anderson,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger, Estelle Harris, Ned Beatty, Michael Keaton, Jodi Benson, John Morris",Randy Newman,Walt Disney StudiosMotion Pictures,00:01:43,United States,English,Ken Schretzmann
481,Soul (2020 film),Pete Docter,Dana Murray,"Jamie Foxx, Tina Fey, Graham Norton, Rachel House, Alice Braga, Richard Ayoade, Phylicia Rashad, Donnell Rawlings, Questlove, Angela Bassett","Trent Reznor, Atticus Ross, Jon Batiste, Trent ReznorAtticus RossJon Batistea",Walt Disney StudiosMotion Pictures,00:01:41,United States,English,Kevin Nolting
202,Operation Dumbo Drop,Simon Wincer,David Madden,"Danny Glover, Ray Liotta, Denis Leary, Doug E. Doug, Corin Nemec",David Newman,Buena Vista Pictures Distribution,00:01:48,,,O. Nicholas Brown
439,Pete's Dragon (2016 film),David Lowery,James Whitaker,"Bryce Dallas Howard, Oakes Fegley, Wes Bentley, Karl Urban, Oona Laurence, Robert Redford",Daniel Hart,Walt Disney Studios Motion Pictures,00:01:43,United States,English,Lisa Zeno Churgin
184,Cool Runnings,Jon Turteltaub,"Dawn Steel, Chris Meledandri, Dawn SteelChris Meledandri","John Candy, Leon Robinson, Doug E. Doug, Malik Yoba",Hans Zimmer,Buena Vista Pictures Distribution,00:01:38,United States,English,Bruce Green
228,Meet the Deedles,Steve Boyum,Dale Pollock,"Paul Walker, Steve Van Wormer, John Ashton, A. J. Langer, Robert Englund, Dennis Hopper",Steve Bartek,"Buena Vista Pictures Distribution, Buena Vista Pictures Distribution",00:01:33,United States,English,Alan Cody
101,Bedknobs and Broomsticks,Robert Stevenson,Bill Walsh,"Angela Lansbury, David Tomlinson, Cindy OCallaghan",Irwin Kostal,Buena Vista Distribution,00:01:58,"United States, United States",English,Cotton Warburton
307,Mulan II,Darrell Rooney,Jennifer Blohm,"Ming-Na Wen, BD Wong, Gedde Watanabe, Sandra Oh, Jerry Tondo, Lauren Tom, Harvey Fierstein, Lucy Liu, Mark Moseley",Joel McNeely,Walt Disney Home Entertainment,00:01:19,United States,English,Pam Ziegenhagen
492,Turning Red,Domee Shi,Lindsey Collins,"Rosalie Chiang, Sandra Oh, Maitreyi Ramakrishnan, Wai Ching Ho, James Hong",Ludwig Göransson,Walt Disney StudiosMotion Pictures,00:01:40,United States,English,Nicholas C. SmithSteve Bloom
138,Unidentified Flying Oddball,Russ Mayberry,Ron Miller,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier",Ron Goodwin,Buena Vista Distribution,00:01:33,United KingdomUnited States,English,Peter Boita
505,Night at the Museum: Kahmunrah Rises Again,Matt Danner,Shawn Levy,"Joshua Bassett, Jamie Demetriou, Alice Isaaz, Gillian Jacobs, Thomas Lennon, Zachary Levi, Jack Whitehall, Bowen Yang, Steve Zahn",John Paesano,Disney+,00:01:17,United StatesCanadaChina,English,Luc Perrault
418,Maleficent (film),Robert Stromberg,Joe Roth,"Angelina Jolie, Sharlto Copley, Elle Fanning, Sam Riley, Imelda Staunton, Juno Temple, Lesley Manville",James Newton Howard,Walt Disney Studios Motion Pictures,00:01:37,United States,English,"Chris Lebenzon, Richard Pearson"
463,Maleficent: Mistress of Evil,Joachim Rønning,"Joe Roth, Angelina Jolie, Duncan Henderson","Angelina Jolie, Elle Fanning, Harris Dickinson, Chiwetel Ejiofor, Sam Riley, Ed Skrein, Imelda Staunton, Juno Temple, Lesley Manville, Michelle Pfeiffer",Geoff Zanelli,Walt Disney StudiosMotion Pictures,00:01:59,United States,English,Craig Wood
139,The Black Hole,Gary Nelson,Ron Miller,"Maximilian Schell, Robert Forster, Joseph Bottoms, Yvette Mimieux, Anthony Perkins, Ernest Borgnine",John Barry,Buena Vista Distribution,00:01:38,United States,English,Gregg McLaughlin
23,The Vanishing Prairie,James Algar,"Ben Sharpsteen, Walt Disney",,Paul J. Smith,Buena Vista Distribution,00:01:00,United States,English,Lloyd L. Richardson
199,Tall Tale (film),Jeremiah Chechik,"Joe Roth, Roger Birnbaum","Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Aaron Brown, Catherine OHara, Patrick Swayze",Randy Edelman,Buena Vista Pictures Distribution,00:01:36,United States,English,Richard Chew
2,Fantasia (1940 film),"James Algar, Ben Sharpsteen, David D. Hand, Hamilton Luske, Ford Beebe, T. Hee, Norman Ferguson, Wilfred Jackson",Walt Disney,"Leopold Stokowski, Deems Taylor",See plot,RKO Radio Pictures,00:02:06,United States,English,
3,The Reluctant Dragon (1941 film),"Alfred Werker, Hamilton Luske, Jack Cutting, Ub Iwerks, Jack Kinney",Walt Disney,"Robert Benchley, Frances Gifford, Nana Bryant","Frank Churchill, Larry Morey",RKO Radio Pictures,00:01:14,United States,English,Paul Weatherwax
412,Frozen (2013 film),"Chris Buck, Jennifer Lee",Peter Del Vecho,"Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana",Christophe Beck,Walt Disney StudiosMotion Pictures,00:01:42,United States,English,Jeff Draheim
5,Bambi,"David Hand, James Algar",Walt Disney,see below,"Frank Churchill, Edward H. Plumb",RKO Radio Pictures,00:01:10,United States,English,
477,The One and Only Ivan (film),Thea Sharrock,"Angelina Jolie, Allison Shearmur, Brigham Taylor","Sam Rockwell, Danny DeVito, Helen Mirren, Ramón Rodríguez, Ariana Greenblatt, Bryan Cranston",Craig Armstrong,Walt Disney Studios Motion Pictures,00:01:35,United States,English,Barney Pilling
306,Aliens of the Deep,"James Cameron, James CameronSteven Quale, Steven Quale, James CameronSteven Quale",Andrew Wight,Anatoly Sagalevich,Jeehun Hwang,Buena Vista Pictures Distribution,00:01:40,United States,English,Matthew KregorFiona Wight
441,Moana (2016 film),"John Musker, Ron Clements",Osnat Shurer,"Auliʻi Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk","Mark Mancina, Lin-Manuel Miranda, Opetaia Foai",Walt Disney StudiosMotion Pictures,00:01:47,United States,English,Jeff Draheim
190,The Return of Jafar,"Tad Stones, Alan Zaslove",Tad StonesAlan Zaslove,"Gilbert Gottfried, Jason Alexander, Jonathan Freeman, Scott Weinger, Linda Larkin, Dan Castellaneta","Mark Watters, Silversher & Silversher",Walt Disney Home Video,00:01:09,"United StatesAustralia Japan, United StatesAustralia Japan, United StatesAustralia Japan",English,Robert S. BirchardElen Orson
391,Pirates of the Caribbean: On Stranger Tides,Rob Marshall,Jerry Bruckheimer,"Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush, Kevin R. McNally","Hans Zimmer, Eric Whitacre",Walt Disney StudiosMotion Pictures,00:02:17,United States,English,David Brenner
339,Ratatouille (film),Brad Bird,Brad Lewis,"Patton Oswalt, Ian Holm, Lou Romano, Brad Garrett, Peter OToole, Janeane Garofalo, Brian Dennehy, Peter Sohn, Will Arnett",Michael Giacchino,Buena Vista Pictures Distribution,00:01:51,United States,English,Darren T. Holmes
357,Bedtime Stories (film),Adam Shankman,"Andrew Gunn, Adam Sandler, Jack Giarraputo","Keri Russell, Guy Pearce, Courteney Cox, Russell Brand, Richard Griffiths, Teresa Palmer, Lucy Lawless, Jonathan Pryce, Aisha Tyler",Rupert Gregson-Williams,Walt Disney StudiosMotion Pictures,00:01:39,United States,English,Michael Tronick
71,Mary Poppins (film),Robert Stevenson,Walt Disney,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice, Matthew Garber, Elsa Lanchester, Arthur Treacher, Reginald Owen, Ed Wynn","Richard M. Sherman, Robert B. Sherman","Buena Vista Distribution Company, Inc.",00:02:19,United States,English,Cotton Warburton
285,Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,Jerry Bruckheimer,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley, Jonathan Pryce",Klaus Badelt,Buena Vista Pictures Distribution,00:02:23,United States,English,"Craig Wood, Stephen Rivkin, Arthur Schmidt"
444,Beauty and the Beast (2017 film),Bill Condon,"David Hoberman, Todd Lieberman","Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Josh Gad, Ewan McGregor, Stanley Tucci, Audra McDonald, Gugu Mbatha-Raw, Ian McKellen, Emma Thompson",Alan Menken,Walt Disney Studios Motion Pictures,00:02:09,United States,English,Virginia Katz
148,The Fox and the Hound,"Ted Berman, Richard Rich, Art Stevens","Ron Miller, Wolfgang Reitherman","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan, Pat Buttram, John Fiedler, John McIntire, Dick Bakalyan, Paul Winchell, Keith Mitchell, Corey Feldman",Buddy Baker,Buena Vista Distribution,00:01:23,United States,English,James MeltonJim Koford
177,The Mighty Ducks (film),Stephen Herek,"Jon Avnet, Jordan Kerner","Emilio Estevez, Joss Ackland, Lane Smith",David Newman,Buena Vista Pictures Distribution,00:01:44,United States,English,John F. Link
286,Freaky Friday (2003 film),Mark Waters,Andrew Gunn,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Chad Michael Murray, Harold Gould, Rosalind Chao, Lucille Soong",Rolfe Kent,Buena Vista Pictures Distribution,00:01:36,United States,English,Bruce Green
